x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.34091062,0.53002318,0.30010668,0.99997465,0.00597993,-0.00232002,0.00309087,171.22186087,-132.47521768,-9.00000739,-132.47521768,160.55193431,-67.36433561,-9.00000739,-67.36433561,130.19237839,5.63433786,7.39598256,-6.19907368,7.39598256,10.95617529,-8.79651418,-6.19907368,-8.79651418,10.81721488
0.33965832,0.53092890,0.30006841,0.99997481,0.00596547,-0.00228715,0.00309279,171.40606694,-132.62725688,-9.09694405,-132.62725688,160.63878164,-67.53725318,-9.09694405,-67.53725318,129.94990458,4.88280604,6.98732270,-6.03786139,6.98732270,11.12706649,-9.38849469,-6.03786139,-9.38849469,11.34080174
0.33845243,0.53180507,0.30003100,0.99997498,0.00594918,-0.00225439,0.00309242,171.58648788,-132.77602487,-9.19976137,-132.77602487,160.73640722,-67.69466775,-9.19976137,-67.69466775,129.70357506,4.17733005,6.54650165,-5.83326235,6.54650165,11.28254409,-9.97765610,-5.83326235,-9.97765610,11.92146865
0.33729121,0.53265297,0.29999470,0.99997517,0.00593102,-0.00222181,0.00308987,171.76269722,-132.92143114,-9.30880306,-132.92143114,160.84280806,-67.83656633,-9.30880306,-67.83656633,129.45309548,3.52090679,6.07688474,-5.58421546,6.07688474,11.42257615,-10.56057223,-5.58421546,-10.56057223,12.57089633
0.33617267,0.53347354,0.29995979,0.99997537,0.00591096,-0.00218948,0.00308522,171.93427061,-133.06333598,-9.42437844,-133.06333598,160.95556699,-67.96321067,-9.42437844,-67.96321067,129.19801613,2.91634006,5.58192845,-5.28996607,5.58192845,11.54740217,-11.13394899,-5.28996607,-11.13394899,13.30026708
0.33509460,0.53426747,0.29992650,0.99997559,0.00588898,-0.00215747,0.00307859,172.10079116,-133.20155219,-9.54675561,-133.20155219,161.07187859,-68.07513352,-9.54675561,-68.07513352,128.93774780,2.36615820,5.06515359,-4.95012466,5.06515359,11.65749423,-11.69466030,-4.95012466,-11.69466030,14.11989332
0.33405471,0.53503521,0.29989507,0.99997583,0.00586508,-0.00212584,0.00307007,172.26185553,-133.33584814,-9.67615542,-133.33584814,161.18858530,-68.17312821,-9.67615542,-68.17312821,128.67158233,1.87253145,4.53011553,-4.56471949,4.53011553,11.75351735,-12.23978499,-4.56471949,-12.23978499,15.03886498
0.33305072,0.53577705,0.29986569,0.99997608,0.00583925,-0.00209464,0.00305977,172.41708032,-133.46595227,-9.81274670,-133.46595227,161.30222301,-68.25823183,-9.81274670,-68.25823183,128.39871671,1.43719335,3.98037204,-4.13424040,3.98037204,11.83629009,-12.76664362,-4.13424040,-12.76664362,16.06472983
0.33208040,0.53649313,0.29983849,0.99997634,0.00581150,-0.00206390,0.00304778,172.56610856,-133.59155882,-9.95664263,-133.59155882,161.40907506,-68.33170252,-9.95664263,-68.33170252,128.11827983,1.06137050,3.41944932,-3.65967106,3.41944932,11.90674645,-13.27283314,-3.65967106,-13.27283314,17.20322019
0.33114169,0.53718351,0.29981356,0.99997661,0.00578184,-0.00203368,0.00303422,172.70861595,-133.71233459,-10.10789860,-133.71233459,161.50523326,-68.39499161,-10.10789860,-68.39499161,127.82936069,0.74572458,2.85080703,-3.14250743,2.85080703,11.96589974,-13.75625787,-3.14250743,-13.75625787,18.45803801
